Gene,Diverse_LOF,Nfe_43k_LOF,Nfe_440k_LOF,All_LOF,afr_LOF,asj_LOF,eas_LOF,sas_LOF,nfe_20k_LOF,possible_lof,mu_mis,mu_syn,mu_lof,total_var,LOF_FDR_Diverse43k,LOF_FDR_NFE43k,LOF_FDR_NFE440k,LOF_FDR_FullDataset,LOF_FDR_AFR,LOF_FDR_ASJ,LOF_FDR_EAS,LOF_FDR_SAS,LOF_FDR_NFE20k
TOPBP1,8,3,29,32,1,0,0,2,5,953,3.89E-05,1.40E-05,3.84E-06,1233,0.046228326,0.017335622,0.16757768,0.184913303,0.005778541,0,0,0.011557081,0.028892704
TOPORS,8,9,39,41,0,1,3,0,4,475,2.98E-05,1.01E-05,2.64E-06,954,0.064771276,0.072867686,0.315759972,0.331952791,0,0.00809641,0.024289229,0,0.032385638
TOR1A,8,7,28,31,1,0,0,2,5,149,9.92E-06,4.81E-06,7.25E-07,334,0.240057556,0.210050362,0.840201447,0.930223031,0.030007195,0,0,0.060014389,0.150035973
TOR1AIP1,30,17,66,76,9,1,5,5,17,332,1.52E-05,5.48E-06,1.66E-06,701,0.280477523,0.158937263,0.617050551,0.710543059,0.084143257,0.009349251,0.046746254,0.046746254,0.158937263
TOR1AIP2,10,6,42,44,0,0,0,3,7,195,1.18E-05,5.07E-06,7.48E-07,497,0.222284441,0.133370664,0.933594651,0.978051539,0,0,0,0.066685332,0.155599109
TOR1B,7,8,26,31,1,1,2,3,1,147,1.10E-05,5.22E-06,5.15E-07,342,0.306555906,0.350349607,1.138636224,1.357604729,0.043793701,0.043793701,0.087587402,0.131381103,0.043793701
TOR2A,9,13,37,37,3,0,2,2,5,120,1.28E-05,5.87E-06,4.23E-07,435,0.425766969,0.614996733,1.750375317,1.750375317,0.141922323,0,0.094614882,0.094614882,0.236537205
TOR3A,32,20,58,77,9,0,2,14,9,187,1.21E-05,5.06E-06,6.67E-07,524,0.760108273,0.475067671,1.377696245,1.829010533,0.213780452,0,0.047506767,0.33254737,0.213780452
TOR4A,3,7,22,24,1,0,0,1,1,75,2.56E-05,1.40E-05,3.14E-07,588,0.291735902,0.680717105,2.139396616,2.333887218,0.097245301,0,0,0.097245301,0.097245301
TOX,2,3,15,15,0,0,0,0,2,269,1.48E-05,6.92E-06,1.11E-06,462,0.042054213,0.063081319,0.315406595,0.315406595,0,0,0,0,0.042054213
TOX2,7,3,27,29,2,0,0,4,2,238,1.74E-05,1.02E-05,8.05E-07,689,0.16507137,0.070744873,0.636703857,0.683867106,0.047163249,0,0,0.094326497,0.047163249
TOX3,1,5,21,22,0,0,0,1,0,277,1.61E-05,7.03E-06,1.14E-06,596,0.016831302,0.084156511,0.353457346,0.370288648,0,0,0,0.016831302,0
TOX4,7,5,45,49,2,0,1,4,2,307,1.60E-05,5.66E-06,1.40E-06,564,0.097645377,0.069746698,0.627720278,0.683517636,0.027898679,0,0.01394934,0.055797358,0.027898679
TP53,8,4,19,24,2,1,2,2,2,220,1.53E-05,5.81E-06,1.11E-06,409,0.185305879,0.092652939,0.440101462,0.555917637,0.04632647,0.023163235,0.04632647,0.04632647,0.04632647
TP53AIP1,14,11,24,27,4,2,3,5,8,40,3.08E-06,1.55E-06,1.48E-07,207,1.009668739,0.793311152,1.730860695,1.947218282,0.288476783,0.144238391,0.216357587,0.360595978,0.576953565
TP53BP1,12,12,78,82,2,2,0,1,7,1093,5.32E-05,1.92E-05,5.11E-06,1757,0.049875633,0.049875633,0.324191612,0.340816823,0.008312605,0.008312605,0,0.004156303,0.029094119
TP53BP2,18,15,59,65,5,0,2,1,10,647,3.56E-05,1.38E-05,2.92E-06,1010,0.151731605,0.126443005,0.497342484,0.547919686,0.042147668,0,0.016859067,0.008429534,0.084295336
TP53I11,9,8,21,27,3,2,0,4,3,100,7.37E-06,3.69E-06,4.16E-07,309,0.373142953,0.331682625,0.87066689,1.119428858,0.124380984,0.082920656,0,0.165841312,0.124380984
TP53I13,16,6,43,51,5,1,2,6,7,169,1.26E-05,5.15E-06,9.32E-07,513,0.295266507,0.11072494,0.793528737,0.94116199,0.092270783,0.018454157,0.036908313,0.11072494,0.129179097
TP53I3,17,10,26,34,6,1,0,5,8,151,9.45E-06,4.28E-06,7.35E-07,356,0.443946199,0.261144823,0.678976539,0.887892397,0.156686894,0.026114482,0,0.130572411,0.208915858
TP53INP1,6,5,25,29,2,0,1,2,1,109,6.89E-06,1.91E-06,3.60E-07,253,0.281425239,0.234521033,1.172605164,1.36022199,0.093808413,0,0.046904207,0.093808413,0.046904207
TP53INP2,8,6,22,25,2,0,0,2,5,64,5.31E-06,2.57E-06,2.40E-07,309,0.402975844,0.302231883,1.108183571,1.259299512,0.100743961,0,0,0.100743961,0.251859902
TP53RK,12,9,24,29,3,1,3,4,4,80,5.92E-06,2.48E-06,3.88E-07,311,0.40995714,0.307467855,0.81991428,0.990729755,0.102489285,0.034163095,0.102489285,0.13665238,0.13665238
TP53TG5,8,11,24,26,3,1,1,1,6,153,1.04E-05,3.87E-06,7.63E-07,313,0.238107713,0.327398105,0.714323138,0.773850067,0.089290392,0.029763464,0.029763464,0.029763464,0.178580785
TP63,3,4,17,19,0,1,0,2,1,393,2.62E-05,1.03E-05,2.37E-06,597,0.039281275,0.052375033,0.222593889,0.248781406,0,0.013093758,0,0.026187516,0.013093758
TP73,12,8,37,44,4,1,2,2,3,313,2.80E-05,1.35E-05,1.56E-06,792,0.194657392,0.129771594,0.600193624,0.713743769,0.064885797,0.016221449,0.032442899,0.032442899,0.048664348
TPBG,6,8,30,34,1,0,1,2,2,91,1.19E-05,5.60E-06,3.36E-07,581,0.249543427,0.33272457,1.247717137,1.414079422,0.041590571,0,0.041590571,0.083181142,0.083181142
TPBGL,10,5,33,37,1,0,0,4,6,55,1.45E-06,6.98E-07,5.74E-08,672,0.262516109,0.131258054,0.866303159,0.971309602,0.026251611,0,0,0.105006443,0.157509665
TPCN1,15,8,45,52,4,0,2,4,6,586,3.39E-05,1.51E-05,2.70E-06,790,0.172100542,0.091786955,0.516301625,0.596615211,0.045893478,0,0.022946739,0.045893478,0.068840217
TPCN2,22,17,79,87,6,0,3,5,11,492,2.78E-05,1.26E-05,2.65E-06,918,0.186850532,0.144384502,0.670963276,0.738908924,0.050959236,0,0.025479618,0.04246603,0.093425266
TPD52,13,4,28,36,7,0,0,2,4,157,5.86E-06,2.84E-06,6.19E-07,304,0.309818271,0.095328699,0.667300892,0.857958289,0.166825223,0,0,0.047664349,0.095328699
TPD52L1,5,5,20,23,1,0,2,2,2,141,6.85E-06,2.85E-06,7.21E-07,184,0.18957925,0.18957925,0.758317001,0.872064551,0.03791585,0,0.0758317,0.0758317,0.0758317
TPD52L2,9,13,34,36,2,0,0,1,7,163,6.51E-06,2.79E-06,7.63E-07,282,0.20483354,0.295870669,0.773815595,0.819334159,0.045518564,0,0,0.022759282,0.159314975
TPD52L3,10,3,19,24,5,2,0,2,5,43,4.12E-06,1.68E-06,1.19E-07,237,0.959843587,0.287953076,1.823702815,2.303624609,0.479921793,0.191968717,0,0.191968717,0.479921793
TPGS1,15,6,28,35,4,1,1,4,5,62,6.64E-06,3.44E-06,1.62E-07,517,0.831253603,0.332501441,1.551673392,1.93959174,0.221667627,0.055416907,0.055416907,0.221667627,0.277084534
TPGS2,19,12,42,50,3,1,1,7,10,165,7.88E-06,3.19E-06,5.74E-07,404,0.45014951,0.284304953,0.995067337,1.184603972,0.071076238,0.023692079,0.023692079,0.165844556,0.236920794
TPH1,19,13,36,46,8,0,4,4,6,296,1.23E-05,4.20E-06,1.31E-06,391,0.32088832,0.219555167,0.607998923,0.776887512,0.135110872,0,0.067555436,0.067555436,0.101333154
TPH2,11,6,30,32,2,0,0,3,7,323,1.44E-05,5.17E-06,1.58E-06,435,0.164633556,0.089800121,0.449000607,0.478933981,0.029933374,0,0,0.044900061,0.104766808
TPI1,16,8,43,49,4,0,2,5,6,161,8.39E-06,3.88E-06,7.16E-07,373,0.369550964,0.184775482,0.993168217,1.131749829,0.092387741,0,0.046193871,0.115484676,0.138581612
TPK1,12,10,28,33,3,2,2,5,7,167,6.55E-06,2.50E-06,5.50E-07,284,0.351551706,0.292959755,0.820287315,0.966767192,0.087887927,0.058591951,0.058591951,0.146479878,0.205071829
TPM1,10,7,58,62,4,0,0,5,4,234,8.65E-06,3.24E-06,9.57E-07,465,0.140334503,0.098234152,0.813940119,0.870073921,0.056133801,0,0,0.070167252,0.056133801
TPM2,16,16,45,48,6,1,1,5,12,234,9.85E-06,4.48E-06,1.09E-06,348,0.314093457,0.314093457,0.883387847,0.942280371,0.117785046,0.019630841,0.019630841,0.098154205,0.235570093
TPM3,0,5,22,22,0,0,0,0,0,249,8.45E-06,2.73E-06,1.04E-06,203,0,0.142612706,0.627495904,0.627495904,0,0,0,0,0
TPM4,10,10,35,40,1,0,0,6,4,227,9.32E-06,3.78E-06,9.52E-07,335,0.212468733,0.212468733,0.743640566,0.849874932,0.021246873,0,0,0.12748124,0.084987493
TPMT,15,10,25,33,4,0,1,5,6,181,6.46E-06,2.31E-06,6.24E-07,232,0.46838068,0.312253787,0.780634467,1.030437496,0.124901515,0,0.031225379,0.156126893,0.187352272
TPO,48,32,136,163,19,3,5,20,15,459,3.98E-05,2.13E-05,2.26E-06,1367,0.456433302,0.304288868,1.293227689,1.549971422,0.180671515,0.028527081,0.047545136,0.190180543,0.142635407
TPP1,24,18,54,67,5,1,2,10,10,309,1.79E-05,6.74E-06,1.48E-06,584,0.344655664,0.258491748,0.775475244,0.962163729,0.071803263,0.014360653,0.028721305,0.143606527,0.143606527
TPP2,2,1,33,34,0,0,1,0,1,841,3.23E-05,1.28E-05,3.23E-06,909,0.015889568,0.007944784,0.262177877,0.270122661,0,0,0.007944784,0,0.007944784
TPPP,4,1,14,16,1,0,0,1,2,85,1.01E-05,5.81E-06,3.72E-07,297,0.26917555,0.067293888,0.942114426,1.076702201,0.067293888,0,0,0.067293888,0.134587775
TPPP2,7,6,17,19,4,1,1,5,3,74,6.15E-06,2.70E-06,3.10E-07,212,0.452182983,0.387585414,1.098158672,1.22735381,0.258390276,0.064597569,0.064597569,0.322987845,0.193792707
TPPP3,6,2,11,16,4,0,0,3,1,73,7.19E-06,3.34E-06,1.97E-07,177,0.840581292,0.280193764,1.541065701,2.241550111,0.560387528,0,0,0.420290646,0.140096882
TPR,3,5,35,35,0,0,0,0,3,1694,6.27E-05,1.93E-05,7.58E-06,1948,0.008941546,0.014902577,0.10431804,0.10431804,0,0,0,0,0.008941546
TPRA1,8,6,39,45,4,0,2,3,1,190,1.31E-05,5.86E-06,7.14E-07,419,0.244975675,0.183731756,1.194256414,1.37798817,0.122487837,0,0.061243919,0.091865878,0.030621959
TPRG1,12,8,25,32,3,0,3,1,5,164,8.31E-06,2.94E-06,5.23E-07,305,0.415640103,0.277093402,0.865916882,1.108373609,0.103910026,0,0.103910026,0.034636675,0.173183376
TPRG1L,17,11,42,50,8,1,0,4,6,131,6.70E-06,2.95E-06,5.70E-07,362,0.400383805,0.259071874,0.989183517,1.177599425,0.188415908,0.023551989,0,0.094207954,0.141311931
TPRKB,8,7,20,22,2,1,1,4,5,103,3.71E-06,1.56E-06,2.89E-07,181,0.40228783,0.352001851,1.005719575,1.106291533,0.100571958,0.050285979,0.050285979,0.201143915,0.251429894
TPRN,25,19,87,94,6,1,4,8,17,209,1.68E-05,8.85E-06,6.86E-07,1169,0.377215188,0.286683543,1.312708855,1.418329107,0.090531645,0.015088608,0.06035443,0.12070886,0.256506328
TPRX1,26,14,42,48,4,1,2,7,19,11,1.28E-05,5.60E-06,2.97E-08,563,12.74484475,6.862608712,20.58782614,23.52894416,1.960745346,0.490186337,0.980372673,3.431304356,9.313540395
TPRX2P,1,2,3,3,0,0,0,0,1,52,1.20E-05,5.51E-06,1.61E-07,3,16.42668822,32.85337645,49.28006467,49.28006467,0,0,0,0,16.42668822
TPSAB1,8,4,19,21,2,0,0,3,4,104,9.20E-06,4.83E-06,5.56E-07,235,0.416096751,0.208048376,0.988229784,1.092253971,0.104024188,0,0,0.156036282,0.208048376
TPSB2,9,8,19,22,2,1,0,6,4,109,6.17E-06,3.02E-06,5.93E-07,254,0.279547084,0.248486297,0.590154955,0.683337316,0.062121574,0.031060787,0,0.186364722,0.124243148
TPSD1,24,7,30,44,7,2,4,13,7,104,9.71E-06,5.29E-06,5.97E-07,427,0.684505776,0.199647518,0.855632219,1.254927255,0.199647518,0.057042148,0.114084296,0.370773962,0.199647518
TPSG1,34,20,74,85,12,0,3,13,14,109,1.38E-05,6.59E-06,3.92E-07,676,1.215775598,0.715162116,2.64609983,3.039438994,0.42909727,0,0.107274317,0.464855376,0.500613481
TPST1,7,7,24,25,1,0,0,0,6,195,1.11E-05,3.50E-06,1.01E-06,308,0.169105979,0.169105979,0.579791927,0.603949924,0.024157997,0,0,0,0.144947982
TPST2,10,5,23,26,3,0,0,0,7,143,1.84E-05,8.55E-06,5.16E-07,517,0.468849464,0.234424732,1.078353766,1.219008606,0.140654839,0,0,0,0.328194625
TPT1,12,7,22,26,4,1,1,4,6,115,4.33E-06,1.43E-06,4.93E-07,208,0.357189514,0.20836055,0.654847442,0.773910614,0.119063171,0.029765793,0.029765793,0.119063171,0.178594757
TPTE,20,14,48,52,9,3,4,8,12,373,1.28E-05,4.50E-06,1.81E-06,338,0.31053662,0.217375634,0.745287888,0.807395212,0.139741479,0.046580493,0.062107324,0.124214648,0.186321972
TPTE2,34,19,64,72,12,2,2,9,19,417,1.39E-05,4.80E-06,2.05E-06,487,0.352055895,0.196737118,0.662693449,0.74553013,0.124255022,0.02070917,0.02070917,0.093191266,0.196737118
TPX2,6,2,15,18,2,0,1,1,2,525,1.89E-05,6.56E-06,2.35E-06,593,0.058860576,0.019620192,0.14715144,0.176581728,0.019620192,0,0.009810096,0.009810096,0.019620192
TRA2A,7,12,46,49,2,1,0,2,2,212,1.13E-05,3.05E-06,2.10E-06,304,0.092874822,0.15921398,0.610320256,0.650123751,0.026535663,0.013267832,0,0.026535663,0.026535663
TRA2B,0,1,10,10,0,0,0,0,0,213,1.34E-05,2.91E-06,1.25E-06,196,0,0.034801979,0.348019786,0.348019786,0,0,0,0,0
TRABD,7,7,32,32,1,1,0,0,6,187,1.96E-05,9.37E-06,9.47E-07,476,0.214381779,0.214381779,0.980030991,0.980030991,0.030625968,0.030625968,0,0,0.183755811
TRABD2A,17,14,54,62,4,1,1,6,7,194,1.72E-05,6.08E-06,1.03E-06,587,0.320670843,0.264081871,1.018601502,1.169505429,0.075451963,0.018862991,0.018862991,0.113177945,0.132040935
TRABD2B,4,6,18,21,1,0,0,2,1,199,1.64E-05,7.81E-06,6.37E-07,497,0.143756641,0.215634962,0.646904886,0.754722367,0.03593916,0,0,0.071878321,0.03593916
TRADD,4,5,19,21,1,0,0,1,2,129,1.07E-05,5.73E-06,5.73E-07,361,0.152582056,0.19072757,0.724764766,0.801055794,0.038145514,0,0,0.038145514,0.076291028
TRAF1,7,4,19,25,1,0,1,4,1,205,1.45E-05,6.53E-06,8.05E-07,422,0.209691823,0.119823899,0.569163521,0.74889937,0.029955975,0,0.029955975,0.119823899,0.029955975
TRAF2,3,0,15,17,0,0,0,2,1,273,2.21E-05,1.10E-05,1.18E-06,581,0.069678795,0,0.348393976,0.394846506,0,0,0,0.04645253,0.023226265
TRAF3,1,4,11,11,0,0,0,0,1,325,2.27E-05,1.02E-05,1.52E-06,433,0.0245362,0.098144798,0.269898195,0.269898195,0,0,0,0,0.0245362
TRAF3IP1,23,15,64,71,5,0,0,8,11,491,2.05E-05,8.69E-06,2.06E-06,738,0.227320026,0.148252191,0.632542681,0.701727037,0.049417397,0,0,0.079067835,0.108718273
TRAF3IP2,10,7,35,39,3,0,2,1,4,281,1.67E-05,7.40E-06,1.61E-06,479,0.160303963,0.112212774,0.56106387,0.625185455,0.048091189,0,0.032060793,0.016030396,0.064121585
TRAF3IP3,14,15,53,58,3,0,1,2,9,422,1.48E-05,5.46E-06,2.10E-06,500,0.147897732,0.158461855,0.559898556,0.612719174,0.031692371,0,0.010564124,0.021128247,0.095077113
TRAF4,11,6,38,43,4,1,0,3,3,231,1.83E-05,5.60E-06,1.17E-06,467,0.237656464,0.129630799,0.820995058,0.929020723,0.086420532,0.021605133,0,0.064815399,0.064815399
TRAF5,18,17,35,48,2,0,3,8,4,359,1.59E-05,5.34E-06,1.46E-06,469,0.286774013,0.270842124,0.557616137,0.764730702,0.031863779,0,0.047795669,0.127455117,0.063727558
TRAF6,2,1,22,23,2,0,0,0,0,255,1.65E-05,5.24E-06,1.29E-06,407,0.041780533,0.020890266,0.45958586,0.480476126,0.041780533,0,0,0,0
TRAF7,12,10,50,54,5,0,1,4,3,432,2.89E-05,1.40E-05,1.97E-06,719,0.178399081,0.148665901,0.743329505,0.802795865,0.074332951,0,0.01486659,0.05946636,0.04459977
TRAFD1,10,10,40,45,1,1,1,4,4,327,1.67E-05,5.96E-06,1.52E-06,496,0.153491398,0.153491398,0.61396559,0.690711289,0.01534914,0.01534914,0.01534914,0.061396559,0.061396559
TRAIP,12,8,32,39,3,0,2,3,4,330,1.50E-05,5.35E-06,1.51E-06,428,0.195777981,0.130518654,0.522074617,0.636278439,0.048944495,0,0.032629664,0.048944495,0.065259327
TRAK1,15,8,68,71,5,0,0,2,10,476,3.85E-05,1.82E-05,2.24E-06,1264,0.145161551,0.077419494,0.658065698,0.687098008,0.048387184,0,0,0.019354873,0.096774367
TRAK2,27,26,77,85,8,1,0,7,17,537,2.59E-05,8.96E-06,3.14E-06,862,0.185940828,0.17905413,0.530275693,0.585369272,0.055093579,0.006886697,0,0.048206881,0.117073854
TRAM1,1,1,12,13,0,0,0,1,0,257,9.56E-06,3.39E-06,1.14E-06,302,0.019978945,0.019978945,0.239747343,0.259726288,0,0,0,0.019978945,0
TRAM1L1,16,8,28,35,1,1,0,6,8,86,1.01E-05,4.41E-06,2.75E-07,381,1.031657771,0.515828885,1.805401099,2.256751373,0.064478611,0.064478611,0,0.386871664,0.515828885
TRAM2,4,1,20,21,0,0,0,1,3,250,1.25E-05,4.89E-06,1.05E-06,331,0.101402172,0.025350543,0.507010859,0.532361402,0,0,0,0.025350543,0.076051629
TRANK1,61,68,217,232,8,1,3,14,38,1435,8.95E-05,3.57E-05,5.84E-06,3015,0.213102887,0.237557317,0.758087319,0.810489669,0.02794792,0.00349349,0.01048047,0.048908859,0.132752618
TRAP1,51,23,103,130,19,0,6,17,20,439,2.83E-05,1.29E-05,2.05E-06,1217,0.417356287,0.188219502,0.84289603,1.063849358,0.155485675,0,0.04910074,0.139118762,0.163669132
TRAPPC1,4,1,11,12,2,0,0,0,3,84,5.15E-06,2.04E-06,5.36E-07,143,0.194643193,0.048660798,0.535268781,0.583929579,0.097321597,0,0,0,0.145982395
TRAPPC10,4,5,29,30,0,0,0,1,3,734,4.15E-05,2.17E-05,3.31E-06,982,0.038628305,0.048285381,0.280055211,0.289712288,0,0,0,0.009657076,0.028971229
TRAPPC11,33,17,108,122,8,2,3,9,12,814,3.00E-05,1.19E-05,3.49E-06,1049,0.199551697,0.102799359,0.65307828,0.737736575,0.048376169,0.012094042,0.018141063,0.05442319,0.072564253
TRAPPC12,16,15,69,72,2,1,0,2,11,331,3.18E-05,1.84E-05,1.52E-06,1010,0.247405289,0.231942458,1.066935308,1.1133238,0.030925661,0.015462831,0,0.030925661,0.170091136
TRAPPC13,10,6,37,43,3,0,1,2,4,316,9.57E-06,3.53E-06,8.71E-07,329,0.233717593,0.140230556,0.864755093,1.004985649,0.070115278,0,0.023371759,0.046743519,0.093487037
TRAPPC2,1,1,4,4,1,0,0,0,0,95,4.04E-06,1.78E-06,3.36E-07,80,0.108802579,0.108802579,0.435210315,0.435210315,0.108802579,0,0,0,0
TRAPPC2B,4,4,11,12,1,1,0,1,2,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC2L,35,28,87,98,25,5,8,11,23,80,5.65E-06,2.78E-06,5.00E-07,456,0.652533864,0.522027092,1.622012749,1.82709482,0.466095617,0.093219123,0.149150598,0.205082072,0.428807968
TRAPPC3,5,4,13,14,2,1,1,1,4,103,5.66E-06,1.95E-06,3.16E-07,177,0.330437561,0.264350049,0.859137658,0.925225171,0.132175024,0.066087512,0.066087512,0.066087512,0.264350049
TRAPPC3L,10,7,22,25,5,1,2,3,5,119,4.61E-06,1.71E-06,6.16E-07,197,0.282465999,0.197726199,0.621425197,0.706164997,0.141232999,0.0282466,0.0564932,0.0847398,0.141232999
TRAPPC4,14,14,36,41,3,0,2,6,8,116,5.26E-06,2.18E-06,5.49E-07,277,0.354890733,0.354890733,0.91257617,1.03932286,0.076048014,0,0.050698676,0.152096028,0.202794704
TRAPPC5,6,3,11,15,1,0,1,2,2,39,1.06E-05,6.24E-06,1.34E-07,194,1.764515597,0.882257798,3.23494526,4.411288991,0.294085933,0,0.294085933,0.588171866,0.588171866
TRAPPC6A,6,7,22,25,2,0,0,3,2,94,6.12E-06,2.98E-06,3.38E-07,200,0.388681726,0.453462014,1.425166328,1.619507191,0.129560575,0,0,0.194340863,0.129560575
TRAPPC6B,11,4,22,27,4,1,1,2,4,126,4.17E-06,1.72E-06,4.83E-07,179,0.39475371,0.143546804,0.78950742,0.968940924,0.143546804,0.035886701,0.035886701,0.071773402,0.143546804
TRAPPC8,6,7,70,72,2,1,0,2,4,954,3.60E-05,1.23E-05,4.09E-06,1285,0.029188208,0.034052909,0.340529092,0.350258494,0.009729403,0.004864701,0,0.009729403,0.019458805
TRAPPC9,15,24,77,79,1,0,0,2,13,650,4.89E-05,2.31E-05,3.18E-06,1276,0.129947529,0.207916046,0.66706398,0.684390317,0.008663169,0,0,0.017326337,0.112621191
TRAT1,6,6,19,20,0,0,0,3,4,130,5.01E-06,1.77E-06,6.81E-07,203,0.160468135,0.160468135,0.508149093,0.534893782,0,0,0,0.080234067,0.106978756
TRDMT1,11,12,39,42,2,2,0,1,8,271,9.65E-06,3.63E-06,1.17E-06,451,0.147705066,0.1611328,0.523681598,0.563964798,0.026855467,0.026855467,0,0.013427733,0.107421866
TRDN,61,41,115,139,18,2,5,18,30,826,1.36E-05,4.87E-06,2.42E-06,760,0.351807797,0.236460979,0.663244208,0.801660391,0.103812137,0.011534682,0.028836705,0.103812137,0.173020228
TREH,25,17,56,66,7,1,2,8,10,399,1.74E-05,7.21E-06,1.83E-06,633,0.275458618,0.18731186,0.617027303,0.727210751,0.077128413,0.011018345,0.022036689,0.088146758,0.110183447
TREM1,8,9,27,31,3,0,1,2,3,109,6.78E-06,2.89E-06,6.07E-07,271,0.238405144,0.268205788,0.804617363,0.923819935,0.089401929,0,0.029800643,0.059601286,0.089401929
TREM2,16,7,26,31,2,0,3,3,10,105,7.60E-06,3.53E-06,4.41E-07,325,0.601730368,0.263257036,0.977811849,1.165852589,0.075216296,0,0.112824444,0.112824444,0.37608148
TREML1,10,12,30,35,3,0,0,4,3,146,9.02E-06,4.23E-06,6.12E-07,333,0.319260463,0.383112555,0.957781388,1.117411619,0.095778139,0,0,0.127704185,0.095778139
TREML2,14,6,29,36,6,1,2,3,3,129,8.60E-06,3.63E-06,6.70E-07,330,0.386627764,0.165697613,0.800871798,0.99418568,0.165697613,0.027616269,0.055232538,0.082848807,0.082848807
TREML4,9,7,19,24,6,0,1,4,2,128,4.81E-06,1.89E-06,4.80E-07,235,0.275818731,0.21452568,0.582283988,0.735516616,0.183879154,0,0.030646526,0.122586103,0.061293051
TRERF1,7,9,37,40,3,0,0,1,4,564,4.26E-05,2.08E-05,2.92E-06,1217,0.061200376,0.078686198,0.323487703,0.349716436,0.026228733,0,0,0.008742911,0.034971644
TREX1,21,10,43,50,9,2,1,6,8,69,1.18E-05,5.25E-06,3.85E-07,384,1.128803688,0.537525566,2.311359932,2.687627828,0.483773009,0.107505113,0.053752557,0.322515339,0.430020453
TREX2,10,4,12,19,2,1,2,5,3,35,1.06E-05,4.54E-06,9.64E-08,322,2.202467473,0.880986989,2.642960968,4.184688199,0.440493495,0.220246747,0.440493495,1.101233736,0.660740242
TRH,10,6,30,31,2,0,0,1,9,93,8.33E-06,2.87E-06,6.04E-07,286,0.323182736,0.193909641,0.969548207,1.001866481,0.064636547,0,0,0.032318274,0.290864462
TRHDE,9,4,47,50,2,2,0,2,3,615,2.57E-05,1.12E-05,2.75E-06,870,0.07194383,0.031975036,0.375706668,0.399687945,0.015987518,0.015987518,0,0.015987518,0.023981277
TRHDE-AS1,1,1,2,2,1,1,0,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRHR,9,11,26,30,3,0,0,2,5,156,9.54E-06,3.87E-06,6.25E-07,401,0.236438858,0.288980827,0.683045591,0.788129528,0.078812953,0,0,0.052541969,0.131354921
TRIAP1,1,5,15,16,1,0,0,0,0,41,1.86E-06,7.41E-07,1.50E-07,80,0.108408416,0.542042079,1.626126238,1.734534654,0.108408416,0,0,0,0
TRIB1,3,3,21,21,0,0,0,0,3,136,1.00E-05,4.59E-06,6.26E-07,472,0.072221485,0.072221485,0.505550393,0.505550393,0,0,0,0,0.072221485
TRIB2,1,3,14,14,0,0,0,1,0,141,1.28E-05,5.78E-06,7.02E-07,377,0.033850822,0.101552467,0.473911514,0.473911514,0,0,0,0.033850822,0
TRIB3,21,21,41,53,10,0,4,6,4,110,1.67E-05,7.36E-06,8.60E-07,516,0.546214501,0.546214501,1.066418788,1.378541361,0.260102144,0,0.104040857,0.156061286,0.104040857
TRIL,10,9,37,42,3,0,2,3,3,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIM10,15,11,53,55,3,1,1,1,11,240,1.71E-05,6.63E-06,1.11E-06,583,0.270904219,0.198663094,0.957194907,0.99331547,0.054180844,0.018060281,0.018060281,0.018060281,0.198663094
TRIM11,6,9,35,36,3,0,1,0,3,191,1.83E-05,8.08E-06,7.87E-07,574,0.166384674,0.249577011,0.970577264,0.998308043,0.083192337,0,0.027730779,0,0.083192337
TRIM13,10,10,33,39,4,0,1,2,3,177,1.06E-05,3.51E-06,4.99E-07,373,0.364243881,0.364243881,1.202004807,1.420551135,0.145697552,0,0.036424388,0.072848776,0.109273164
TRIM14,14,7,28,32,3,1,0,1,10,153,7.73E-06,4.10E-06,6.66E-07,545,0.228455302,0.114227651,0.456910604,0.522183548,0.048954708,0.016318236,0,0.016318236,0.163182359
TRIM15,16,16,48,54,7,1,2,4,8,185,1.38E-05,7.37E-06,8.66E-07,528,0.359962615,0.359962615,1.079887846,1.214873826,0.157483644,0.022497663,0.044995327,0.089990654,0.179981308
TRIM16,28,14,55,73,9,1,4,12,9,276,1.80E-05,8.07E-06,1.00E-06,554,0.634363801,0.3171819,1.246071752,1.653877053,0.20390265,0.02265585,0.0906234,0.2718702,0.20390265
TRIM16L,12,6,12,19,5,0,4,3,4,167,1.17E-05,5.60E-06,5.72E-07,258,0.66935329,0.334676645,0.66935329,1.059809376,0.278897204,0,0.223117763,0.167338323,0.223117763
TRIM17,35,18,51,68,11,2,8,11,13,227,1.71E-05,7.71E-06,1.01E-06,622,0.670397252,0.34477573,0.976864567,1.30248609,0.210696279,0.038308414,0.153233658,0.210696279,0.249004694
TRIM2,3,7,30,30,0,0,0,0,3,372,2.77E-05,1.38E-05,1.94E-06,671,0.046956569,0.109565328,0.469565692,0.469565692,0,0,0,0,0.046956569
TRIM21,21,16,63,69,3,0,1,9,9,240,1.31E-05,4.69E-06,1.07E-06,558,0.317439796,0.241858892,0.952319387,1.043016472,0.045348542,0,0.015116181,0.136045627,0.136045627
